PRT_ID;AREA;INT_SQFT;DATE_SALE;DIST_MAINROAD;N_BEDROOM;N_BATHROOM;N_ROOM;SALE_COND;PARK_FACIL;DATE_BUILD;BUILDTYPE;UTILITY_AVAIL;STREET;MZZONE;QS_ROOMS;QS_BATHROOM;QS_BEDROOM;QS_OVERALL;SALES_PRICE
P03186;KK Nagar;1479;09/05/2011;37;2;1;4;Normal Sale;No;15/05/1987;Others;NoSewr ;Paved;RL;4.6;2.7;4.7;4.07;9298860
P08119;Chrompet;757;20/04/2008;155;1;1;2;AdjLand;Yes;24/04/1994;Others;ELO;No Access;RM;4.2;3.2;4;3.74;8854790
P06439;Chrompet;1027;19/08/2009;83;1;1;3;AbNormal;No;27/08/1979;House;NoSeWa;Paved;RL;2.5;2.8;2.9;2.74;7864100
P07490;KK Nagar;2139;24/10/2008;136;3;2;5;Normal Sale;Yes;30/10/1987;Others;NoSewr ;Paved;RL;2.3;4.1;2.4;2.88;12472000
P00027;Chrompet;1136;05/02/2015;57;1;1;3;AdjLand;No;10/02/1996;House;NoSeWa;No Access;RL;4.7;3.2;3.6;3.77;8319250
P02637;Adyar;637;30/08/2011;197;1;1;2;Partial;Yes;01/09/2000;Commercial;AllPub;Paved;RL;3;2.6;4.3;3.57;10576965
P09113;Adyar;836;03/04/2007;117;1;1;3;Normal Sale;No;10/04/1976;Commercial;ELO;Gravel;I;3.5;3.5;2.9;3.2;10170565
P08214;Adyar;908;20/03/2008;112;1;1;3;Family;Yes;30/03/1971;Commercial;AllPub;Gravel;RL;4.9;4.6;2.8;3.79;13087155
P00448;Anna Nagar;1724;09/04/2014;66;1;1;4;AbNormal;Yes;20/04/1971;House;NoSeWa;Gravel;RH;2;4.8;4.4;3.66;12303260
P02304;Karapakkam;502;27/10/2011;59;1;1;2;Normal Sale;No;31/10/1993;Commercial;NoSeWa;Paved;I;2.2;2.5;4.9;3.37;5358500
P02875;KK Nagar;1678;08/07/2011;200;2;1;4;Partial;No;12/07/1995;Commercial;NoSeWa;Paved;RL;4.2;3.4;3;3.48;13586120
P08713;Chrompet;1041;12/09/2007;188;1;1;3;AdjLand;Yes;13/09/2002;Commercial;ELO;Gravel;RH;2.7;3.2;2.8;2.93;13511550
P04334;Adyar;1197;21/09/2010;76;1;1;3;AdjLand;Yes;24/09/1996;Others;AllPub;Paved;C;4.8;4.9;3.5;4.17;9905510
P02024;Velachery;1627;23/12/2011;148;2;1;4;AbNormal;Yes;26/12/1996;Commercial;AllPub;Paved;RL;4.6;4.7;4.4;4.59;15456650
P08582;Adyar;961;31/10/2007;178;1;1;3;Family;Yes;05/11/1985;Others;ELO;No Access;I;4.9;4.8;2.8;3.83;7811430
P09271;Velachery;1590;05/02/2007;56;2;1;4;AbNormal;Yes;07/02/1998;Commercial;NoSewr ;No Access;RH;2.1;4.2;4.8;3.86;13925230
P03021;Adyar;1110;13/06/2011;53;1;1;3;Normal Sale;Yes;19/06/1987;Others;NoSeWa;Gravel;A;2.8;3.2;4.1;3.53;8561060
P04510;KK Nagar;1676;17/08/2010;172;2;1;4;Partial;Yes;19/08/2000;Commercial;NoSeWa;Paved;RM;3;3.1;2.9;2.99;15244800
P07840;KK Nagar;1315;17/07/2008;94;1;1;3;AdjLand;Yes;23/07/1987;Commercial;AllPub;Paved;RH;4.8;4.6;3.7;4.3;12713420
P00081;Chrompet;956;23/12/2014;22;1;1;3;Partial;No;25/12/2004;Commercial;NoSewr ;Gravel;RH;2.2;2.5;2.7;2.47;11330100
P04728;Chrompet;936;09/07/2010;190;1;1;3;AbNormal;No;17/07/1978;Others;ELO;Gravel;RM;2.2;2.6;2.2;2.36;9033320
P09423;Chrompet;787;13/12/2006;162;1;1;2;Partial;Yes;20/12/1976;Commercial;NoSeWa;No Access;RM;3.4;4.3;4.4;4.06;10751700
P02764;KK Nagar;1717;03/08/2011;115;2;1;4;AbNormal;No;07/08/1993;Commercial;AllPub;Paved;RL;4.9;2.5;4.5;4.02;14350560
P06893;T Nagar;1930;27/04/2009;13;2;1;5;Normal Sale;No;08/05/1964;House;ELO;No Access;RL;2.1;2.1;3.4;2.685;11727250
P06051;T Nagar;1781;02/11/2009;190;1;1;4;AdjLand;Yes;04/11/2000;Commercial;AllPub;No Access;RH;4.2;2.1;3.9;3.54;20288980
P00033;Chrompet;1187;30/01/2015;89;1;1;3;Normal Sale;No;05/02/1991;Others;AllPub;No Access;RH;3.8;3;4;3.54;8389190
P05412;Karapakkam;1617;28/02/2010;87;2;2;4;Partiall;No;08/03/1979;House;NoSeWa;No Access;A;4.6;4.2;2.1;3.48;4824750
P00591;Chrompet;782;15/12/2013;192;1;1;2;Partial;No;23/12/1981;Others;AllPub;Paved;RL;3.2;4.2;3.8;3.78;7344340
P04290;Chrompet;775;29/09/2010;34;1;1;2;Normal Sale;No;09/10/1971;House;NoSeWa;Gravel;RH;2.2;4.7;2.2;3.2;6603250
P04900;Karapakkam;1350;08/06/2010;5;2;2;4;Normal Sale;Yes;14/06/1984;Others;ELO;Paved;C;2.9;3.5;2.4;2.88;7074750
P08824;Chrompet;1060;05/08/2007;36;1;1;3;Normal Sale;No;13/08/1975;Commercial;AllPub;Gravel;RH;2.5;4.2;4.9;3.9;12248000
P07175;Velachery;1900;28/01/2009;180;3;2;5;Normal Sale;No;03/02/1988;House;ELO;No Access;RM;2.4;4.8;2.9;3.63;9945720
P02918;Velachery;1808;29/06/2011;6;3;2;5;Partial;No;11/07/1960;House;AllPub;No Access;RM;3.6;4.8;3.5;4.11;9148120
P08065;Chrompet;734;05/05/2008;159;1;1;2;AbNormal;Yes;09/05/1995;Others;NoSeWa;Gravel;RM;4.9;4;3.5;4.12;9632330
P05461;Karapakkam;1129;19/02/2010;195;1;1;3;Normal Sale;Yes;26/02/1983;Others;NoSewr ;Paved;C;2.6;2.7;2.5;2.59;6472125
P09183;Chrompet;1268;06/03/2007;40;2;1;4;Partial;Yes;10/03/1988;House;NoSeWa;Gravel;RM;2.5;2.6;4;2.99;10982650
P00408;Chrompet;829;09/05/2014;173;1;1;3;AdjLand;Yes;15/05/1990;Commercial;ELO;Paved;RM;2.2;3.7;3.3;3.13;12303600
P01241;T Nagar;1589;03/10/2012;4;1;1;4;Family;No;07/10/1996;Others;NoSeWa;Paved;RM;3;3.2;4.4;3.68;12911990
P06532;Chrompet;748;30/07/2009;93;1;1;2;AdjLand;No;07/08/1978;Commercial;AllPub;Gravel;RL;4.7;4.3;2.9;4;10727250
P00661;Chrompt;1294;01/11/2013;12;2;1;4;Family;Yes;05/11/1999;Commercial;NoSeWa;Paved;RM;3.5;2;2.5;2.6;15704500
P05864;Chrompet;738;08/12/2009;76;1;1;2;AdjLand;Yes;16/12/1977;House;AllPub;Paved;RH;3.8;3.2;3.5;3.47;7660600
P09719;Velachery;1782;01/12/2005;110;2;1;4;AdjLand;Yes;09/12/1973;Commercial;NoSewr ;Gravel;RH;4.1;2.1;4.1;3.2;16068640
P04142;Chrompet;1131;28/10/2010;64;1;1;3;AdjLand;Yes;02/11/1990;Others;NoSewr ;No Access;RL;4.6;4.7;3.2;4.22;10089670
P06464;Karapakkam;672;12/08/2009;103;1;1;2;AbNormal;Yes;17/08/1990;Others;NoSeWa;No Access;RH;3.9;3.1;5;4.1;5805250
P00028;Chrompet;958;03/02/2015;88;1;1;3;AbNormal;Yes;11/02/1981;Commercial;AllPub;Paved;RL;3.7;2.4;4.5;3.42;12473300
P07499;Chrompet;889;21/10/2008;196;1;1;3;AbNormal;No;27/10/1987;Others;ELO;Gravel;RM;5;2.4;2;3.06;9098680
P09599;Velachery;1563;08/08/2006;158;2;1;4;Partial;No;17/08/1970;House;AllPub;No Access;A;2.8;2.3;4.9;3.21;5613270
P09090;Anna Nagar;1625;10/04/2007;118;1;1;4;AbNormal;No;20/04/1966;Others;NoSewr ;Gravel;RH;2.4;4.6;4.5;3.79;12085470
P05449;KK Nagar;1377;22/02/2010;194;2;1;4;Family;Yes;26/02/1994;Commercial;AllPub;Gravel;RM;2.7;3.8;3.4;3.31;14392520
P03731;Anna Nagar;1589;23/01/2011;196;1;1;4;Family;Yes;28/01/1991;Others;AllPub;No Access;RL;2.3;4.2;3.2;3.135;12735120
P02551;Karapakkam;606;12/09/2011;86;1;1;2;AbNormal;No;15/09/1998;Commercial;NoSeWa;No Access;RL;2.6;4.4;3.8;3.62;6564750
P05902;Chrompet;1035;02/12/2009;126;1;1;3;Partial;No;03/12/2005;Commercial;ELO;Gravel;RM;3.3;4.4;3.4;3.77;13223000
P07919;Chrompet;1132;25/06/2008;106;1;1;3;AbNormal;Yes;01/07/1985;House;NoSewr ;No Access;RH;4.6;2.2;3.7;3.37;8356850
P01407;Anna Nagar;1677;29/05/2012;123;1;1;4;Partial;No;01/06/2002;House;ELO;Gravel;RL;2.5;3.2;4.3;3.395;11947050
P03889;T Nagar;1547;21/12/2010;117;1;1;4;AdjLand;Yes;30/12/1973;House;NoSewr ;Gravel;RM;3.9;3.4;4.9;4.225;13597890
P04151;Anna Nagar;1646;27/10/2010;94;1;1;4;AbNormal;Yes;29/10/2000;Commercial;AllPub;Paved;RM;3.8;2.8;4.3;3.75;20519100
P06384;Adyar;1081;31/08/2009;158;1;1;3;AbNormal;No;09/09/1973;Commercial;ELO;Paved;C;4.1;4.9;3.7;4.06;10970740
P07354;Chrompet;892;11/12/2008;155;1;1;3;AdjLand;Yes;19/12/1976;Others;ELO;No Access;RL;3.1;3.8;3.2;3.41;8568240
P07873;KK Nagar;1951;08/07/2008;111;3;2;5;Partial;No;10/07/2000;House;NoSeWa;Gravel;RH;2.2;2.6;4.2;3.12;9772960
P03172;Chrompet;1080;13/05/2011;56;1;1;3;Partial;Yes;15/05/2002;Commercial;ELO;Paved;RH;2;4;4.5;3.55;12721750
P00785;Anna Nagar;1781;25/07/2013;0;1;1;4;AdjLand;No;31/07/1988;House;NoSeWa;Gravel;RL;4.9;3.5;4.7;4.47;12968400
P03519;Karapakkam;739;10/03/2011;121;1;1;2;Normal Sale;Yes;12/03/2000;Commercial;ELO;Gravel;RM;3;2.5;4.1;3.29;9953250
P07681;KK Nagar;2198;04/09/2008;71;3;2;5;Partial;Yes;10/09/1987;Others;NoSewr ;Gravel;RM;4.8;4.2;3.9;4.26;13584980
P02715;Karapakkam;1513;12/08/2011;126;2;2;4;AdjLand;Yes;21/08/1974;Commercial;ELO;No Access;RH;4.2;4.4;3.1;3.82;11547750
P04195;Velachery;1527;19/10/2010;17;2;1;4;Family;No;27/10/1978;Commercial;AllPub;No Access;RH;4.2;3.5;5;4.13;12148390
P00558;Anna Nagar;1793;06/01/2014;146;1;1;4;Partial;No;15/01/1980;Others;NoSeWa;Gravel;RL;4.3;3.3;4.8;4.25;13263370
P05321;Velachery;1891;18/03/2010;154;3;2;5;AbNormal;Yes;26/03/1976;Others;NoSewr ;Paved;RL;2.6;3;3.1;2.93;11667930
P06099;Karapakkam;1479;23/10/2009;156;2;2;4;AbNormal;Yes;25/10/2000;House;AllPub;NoAccess;RH;4.2;2.9;4.4;3.89;8172250
P04584;Karapakkam;1204;05/08/2010;150;1;1;3;AbNormal;Yes;10/08/1989;Others;NoSewr ;No Access;RH;3.3;4.7;2.6;3.44;7452250
P05617;KK Nagar;1416;25/01/2010;157;2;1;4;Normal Sale;No;27/01/2002;House;NoSeWa;Gravel;RH;3.4;2.1;2.7;2.73;8445960
P05093;Chrompet;1134;03/05/2010;101;1;1;3;AbNormal;Yes;07/05/1995;Commercial;ELO;No Access;RH;2.6;4;3.7;3.49;12654650
P08217;KK Nagar;1614;20/03/2008;140;2;1;4;Partial;No;23/03/1997;Commercial;NoSewr ;Gravel;RH;4.8;4.7;2.6;3.89;13378620
P09514;Chrompet;1002;30/10/2006;70;1;1;3;AbNormal;Yes;01/11/1998;Others;NoSeWa;No Access;RM;4.3;4.6;4.4;4.45;9927740
P01754;Karapakkam;1374;13/02/2012;28;2;2;4;Normal Sale;Yes;22/02/1974;Commercial;NoSewr ;Gravel;RH;3.4;3.1;3.9;3.51;11837500
P00403;Chrompet;711;12/05/2014;116;1;1;2;AdjLand;Yes;15/05/2002;Others;NoSeWa;No Access;RL;2.6;3.2;2.8;2.9;8050270
P00004;Anna Nagar;1973;17/02/2015;81;2;1;5;Normal Sale;Yes;22/02/1993;House;ELO;Paved;RM;4.5;2;3.7;3.555;14565090
P09345;T Nagar;1888;10/01/2007;152;2;1;5;Family;Yes;19/01/1969;House;NoSeWa;Gravel;RL;4;4.2;3.8;3.96;13764960
P07474;Velachery;1527;28/10/2008;43;2;1;4;Family;Yes;04/11/1983;Others;ELO;Gravel;C;3.6;2.3;2.1;2.57;8920800
P01467;T Nagar;1920;19/04/2012;166;2;1;5;AbNormal;No;24/04/1993;Others;ELO;Gravel;RL;2;4.4;2.8;2.96;14488580
P00908;Chrompet;921;10/05/2013;71;1;1;3;AbNormal;Yes;11/05/2008;House;AllPub;Gravel;RM;2.1;3.2;4.1;3.14;10308550
P02273;KK Nagar;1365;02/11/2011;105;2;1;4;AbNormal;Yes;05/11/1996;Others;NoSeWa;Gravel;RH;5;5;3.8;4.52;9892600
P07846;KK Nagar;1933;15/07/2008;186;3;2;5;Partial;No;21/07/1986;Commercial;NoSeWa;Gravel;RL;3.7;2.6;3.2;3.17;15479240
P03785;Karapakkam;1128;11/01/2011;20;1;1;3;Normal Sale;Yes;23/01/1963;Others;ELO;Paved;A;3.5;4.3;4;3.94;5441000
P02572;Adyar;846;09/09/2011;80;1;1;3;Family;No;15/09/1987;Others;ELO;No Access;C;2.3;4.9;3.5;3.42;5576560
P06270;Karapakkam;1511;24/09/2009;77;2;2;4;Partial;Yes;04/10/1970;House;AllPub;Gravel;RL;4.2;3.7;4.4;4.13;9268750
P08948;Adyar;976;08/06/2007;47;1;1;3;Normal Sale;Yes;11/06/1994;Others;AllPub;No Access;RL;4.7;2.6;4.4;4.13;9801395
P02532;Chrompet;823;16/09/2011;114;1;1;3;AdjLand;No;22/09/1985;House;NoSewr ;Paved;RM;3.5;2.7;3;3.03;8261100
P01906;Karapakkam;1101;16/01/2012;78;1;1;3;Normal Sale;Yes;23/01/1981;House;NoSewr ;Gravel;RH;4.6;2.6;2.3;3.08;7704750
P05633;Adyar;733;22/01/2010;190;1;1;2;AbNormal;No;31/01/1974;Others;ELO;No Access;C;4.3;5;2.4;3.49;4886840
P02759;KK Nagar;1723;04/08/2011;35;2;1;4;Normal Sale;Yes;05/08/2005;House;AllPub;Gravel;RL;2.3;2.7;5;3.5;11265520
P01176;Chrompet;1216;13/11/2012;12;2;1;4;Family;Yes;19/11/1990;House;ELO;Gravel;RH;4.2;4.5;4.9;4.53;9748900
P00958;Chrompet;732;07/04/2013;0;1;1;2;AbNormal;Yes;10/04/2003;Commercial;ELO;No Access;RM;3.5;4.9;2.5;3.76;10847700
P06947;T Nagar;1682;12/04/2009;119;1;1;4;AdjLand;Yes;22/04/1970;Commercial;AllPub;Paved;RL;4.5;3.3;4.4;4.155;20180630
P03953;Karapakkam;701;05/12/2010;82;1;1;2;Partial;Yes;07/12/2002;House;NoSeWa;No Access;A;4.1;4.8;2.8;3.79;3785500
P08894;Chrompet;874;02/07/2007;97;1;1;3;Family;No;04/07/1997;House;NoSewr ;Gravel;RH;2.3;2.1;4.7;2.94;7586300
P00615;Chrompet;1026;25/11/2013;189;1;1;3;Partial;Yes;29/11/1997;Commercial;AllPub;Gravel;RM;2;3.7;5;3.58;14211600
P00185;T Nagar;1884;13/10/2014;181;2;1;5;AbNormal;Yes;17/10/1999;House;AllPub;No Access;RM;2;2.1;4.4;3.105;14049650
P09007;T Nagar;1818;17/05/2007;193;2;1;5;Normal Sale;Yes;25/05/1975;Commercial;NoSeWa;Gravel;RM;4.2;2.3;3.9;3.59;22024740
P02706;Karapakkam;1091;13/08/2011;31;1;1;3;AdjLand;No;21/08/1977;Commercial;NoSeWa;Gravel;I;2.6;4.8;3.8;3.74;8994500
P05149;Karapakkam;1380;19/04/2010;185;2;2;4;AbNormal;No;26/04/1981;House;NoSeWa;Gravel;RM;2.6;2.2;5;3.44;8624750
P04920;Karapakkam;1422;03/06/2010;182;2;2;4;Family;Yes;11/06/1976;Others;AllPub;No Access;C;3.6;3.1;3.4;3.37;6792750
P05675;Chrompet;1179;14/01/2010;122;1;1;3;Partial;No;16/01/2003;Others;AllPub;Gravel;RM;4.2;2.4;3.4;3.24;10696480
P07481;Adyar;1081;26/10/2008;85;1;1;3;Family;No;03/11/1978;House;AllPub;No Access;C;3.5;3.1;3.2;3.27;6190150
P09981;Velachery;1513;25/05/2004;128;2;1;4;Normal Sale;Yes;01/06/1977;Commercial;ELO;Gravel;A;2.6;3;4.7;3.41;12350640
P08552;Chrompet;917;10/11/2007;147;1;1;3;Partial;No;12/11/1999;House;ELO;No Access;RL;4.6;5;3.2;4.34;7110600
P04606;Anna Nagar;1816;01/08/2010;38;2;1;5;Partial;No;03/08/2000;Others;AllPub;Gravel;RH;2.2;3.5;2.2;2.525;13369230
P06792;T Nagar;1888;22/05/2009;52;2;1;5;Partial;Yes;02/06/1967;Others;ELO;No Access;RM;2.4;3.9;2.6;2.865;14042030
P08304;Chrompet;764;21/02/2008;137;1;1;2;Partial;No;23/02/2000;House;ELO;No Access;RH;3.3;3.2;2.1;2.9;5670200
P05186;Karapakkam;916;13/04/2010;109;1;1;3;AbNormal;No;18/04/1991;Others;ELO;Gravel;RH;2.1;2.9;4.7;3.38;6624750
P01756;Velachery;1814;13/02/2012;196;3;2;5;AbNormal;No;14/02/2005;Commercial;AllPub;Gravel;A;3.6;3.6;4.9;3.99;13975040
P03545;KK Nagar;1462;05/03/2011;83;2;1;4;Partial;Yes;08/03/1999;Commercial;NoSeWa;Paved;RH;4.3;4.4;4.2;4.29;12928440
P01925;KK Nagar;1866;14/01/2012;86;3;2;5;AdjLand;No;19/01/1991;House;AllPub;Gravel;RL;2.6;4.1;3.8;3.53;10822220
P05371;Chrompet;980;08/03/2010;90;1;1;3;Family;Yes;14/03/1985;Commercial;NoSeWa;Paved;RH;4.3;3.2;2.1;3.2;11847350
P04921;Karapakkam;1354;03/06/2010;106;2;2;4;Family;No;04/06/2004;House;NoSeWa;No Access;A;2.3;2;3.8;2.81;4704500
P05295;KK Nagar;1303;24/03/2010;74;1;1;3;Family;Yes;28/03/1992;Others;NoSeWa;Gravel;RH;3.4;4.6;4.2;4.08;9356020
P08220;Adyar;1234;19/03/2008;129;2;2;4;Normal Sale;No;23/03/1992;Others;AllPub;No Access;A;3;2;3.4;3;7415240
P07428;Chrompet;840;11/11/2008;56;1;1;3;Partial;No;17/11/1987;Others;ELO;Gravel;RM;2.7;2.1;3;2.55;8595550
P08868;Anna Nagar;1977;19/07/2007;124;2;1;5;AdjLand;No;26/07/1978;House;ELO;No Access;RH;3.9;2.6;3.3;3.335;11914830
P01631;Karapakkam;736;06/03/2012;120;1;1;2;AbNormal;Yes;14/03/1983;House;AllPub;No Access;RL;3.6;2.4;4.1;3.44;6304750
P04777;KK Nagar;2363;02/07/2010;169;4;2;6;Family;No;07/07/1991;Commercial;NoSewr ;Gravel;RL;3.5;4.9;4.6;4.36;18457180
P08863;Adyar;1068;21/07/2007;167;1;1;3;AdjLand;No;30/07/1968;Others;NoSeWa;Pavd;C;3.8;3.1;4.2;3.86;7586885
P08697;Chrompet;1109;17/09/2007;109;1;1;3;Family;Yes;26/09/1971;House;AllPub;Gravel;RH;3.2;4.3;3.1;3.61;9189800
P09128;Velachery;1587;28/03/2007;21;2;1;4;Partial;Yes;02/04/1984;House;ELO;Paved;I;4.8;4.8;4;4.56;8586060
P05114;Chrompet;1261;28/04/2010;130;2;1;4;Family;Yes;30/04/2002;Commercial;NoSewr ;Gravel;RH;4.7;2.6;3.6;3.53;15044200
P09268;Anna Nagar;1971;07/02/2007;72;2;1;5;AdjLand;No;17/02/1966;Commercial;ELO;No Access;RM;3.2;3.8;4.9;4.03;21266520
P02155;Karapakkam;869;28/11/2011;197;1;1;2;AdjLand;No;09/12/1966;Others;NoSeWa;Paved;RL;2.4;3.5;2.3;2.69;6282125
P00602;Anna Nagar;1548;05/12/2013;81;1;1;4;Partiall;Yes;15/12/1974;Commercial;ELO;Paved;RM;4.6;3.4;5;4.46;18598580
P03335;KK Nagar;1540;12/04/2011;24;2;1;4;AbNormal;No;14/04/2002;House;AllPub;Paved;RH;2.6;3.6;3.1;3.1;8521180
P03878;KK Nagar;1763;24/12/2010;155;2;1;4;Family;Yes;31/12/1983;Others;AllPub;Paved;RH;2.5;3.5;2.5;2.8;10388400
P02494;Karapakkam;830;23/09/2011;193;1;1;2;Family;Yes;25/09/2000;House;NoSeWa;Paved;RL;2.3;3.1;2.5;2.62;7084250
P00515;Chrompet;955;09/02/2014;39;1;1;3;AbNormal;Yes;15/02/1991;House;NoSeWa;Paved;RH;2;2.3;2.6;2.3;8059250
P06117;Anna Nagar;1895;20/10/2009;194;2;1;5;Family;Yes;28/10/1978;House;NoSeWa;Gravel;RL;2.7;2.3;3.9;3.08;13770420
P06344;Adyar;1002;10/09/2009;149;1;1;3;Family;Yes;12/09/2001;Others;NoSeWa;Paved;A;3.6;4.1;4.4;4.1;7731120
P10023;Velachery;1860;01/02/2004;57;3;2;5;Partial;Yes;02/02/1997;Commercial;NoSewr ;Gravel;A;2.6;4.3;3.7;3.7;14830590
P03293;Karapakkam;756;18/04/2011;71;1;1;2;AdjLand;No;25/04/1982;Commercial;NoSewr ;Gravel;RH;4.3;4.5;3.8;4.16;8072750
P01752;Karapakkam;1031;13/02/2012;191;1;1;3;AbNormal;Yes;16/02/1998;House;ELO;Gravel;I;3;4.7;4.2;3.99;7121000
P04917;Karapakkam;642;04/06/2010;119;1;1;2;AbNormal;Yes;11/06/1980;Commercial;ELO;Gravel;I;4.6;3.8;4;4.12;7374500
P03683;KK Nagar;2339;01/02/2011;9;4;2;6;Family;Yes;04/02/1997;Commercial;NoSewr ;Gravel;RH;4;4.7;4.8;4.53;18829680
P00510;T Nagar;1777;13/02/2014;183;1;1;4;Normal Sale;Yes;24/02/1972;House;ELO;Paved;RM;3.3;2.7;4.6;3.735;13372090
P03468;KK Nagar;2153;22/03/2011;165;3;2;5;Partial;No;28/03/1985;Others;AllPub;Gravel;RH;3.4;3.6;2.2;2.98;11127180
P02554;Anna Nagar;1685;12/09/2011;108;1;1;4;Normal Sale;Yes;22/09/1970;Commercial;ELO;No Access;RL;3.2;3.6;2.7;3.1;18686820
P04320;KK Nagar;1410;23/09/2010;19;2;1;4;Normal Sale;Yes;29/09/1984;House;NoSewr ;Gravel;RL;3;3.5;2.2;2.83;9822520
P00929;T Nagar;1664;24/04/2013;90;1;1;4;AbNormal;No;29/04/1995;Others;NoSewr ;Gravel;RL;2.1;4.8;4.2;3.72;13427680
P01102;T Nagar;1692;26/12/2012;24;1;1;4;Family;Yes;03/01/1983;Others;NoSewr ;Paved;RL;4.5;4.8;3.1;3.945;13669910
P00764;Chrompet;867;10/08/2013;108;1;1;3;Normal Sale;Yes;17/08/1985;Others;ELO;Paved;RM;2.3;3.6;4.8;3.57;9455790
P08971;Chrompet;1225;30/05/2007;85;2;1;4;AbNormal;Yes;31/05/2000;Others;AllPub;Gravel;RH;3.8;4.5;4.7;;11116500
P05567;Karapakkam;604;02/02/2010;17;1;1;2;Partial;Yes;09/02/1982;Comercial;NoSewr ;Gravel;C;2.3;2.3;4.5;3.18;6497000
P05042;Karapakkam;666;11/05/2010;51;1;1;2;AdjLand;Yes;20/05/1974;Others;ELO;Gravel;I;3.2;4.4;2.5;3.28;6211750
P00978;Chrompet;1015;22/03/2013;24;1;1;3;Normal Sale;No;24/03/2005;House;NoSeWa;No Access;RL;4.4;3.6;3;3.66;7742000
P07487;KK Nagar;2194;25/10/2008;73;3;2;5;Partial;No;27/10/2002;Commercial;NoSewr ;Gravel;RH;2.8;3.7;4.2;3.63;16805520
P06260;KK Nagar;2268;28/09/2009;165;4;2;6;AdjLand;Yes;01/10/1998;Commercial;NoSewr ;Gravel;RH;2.1;4;2.8;2.95;18815020
P02390;Velachery;1880;14/10/2011;95;3;2;5;Family;Yes;25/10/1965;Commercial;NoSeWa;No Access;C;3.7;3.2;4.2;3.63;13669670
P03981;KK Nagar;2197;01/12/2010;14;3;2;5;Normal Sale;Yes;03/12/2002;House;NoSewr ;Gravel;RL;3.8;3.2;3.9;3.66;12560760
P00413;Chrompet;966;04/05/2014;2;1;1;3;Normal Sale;No;05/05/2009;House;AllPub;Gravel;RL;4.4;3.6;3.2;3.72;8952550
P04893;T Nagar;1779;09/06/2010;44;1;1;4;Family;No;14/06/1990;Others;ELO;No Access;RM;4.1;3.8;3.1;3.575;13081220
P06661;Anna Nagar;1716;01/07/2009;13;1;1;4;PartiaLl;No;04/07/1997;Others;NoSewr ;No Access;RL;3.6;2.6;2.6;2.95;12188020
P09736;Velachery;1838;15/10/2005;88;3;2;5;AbNormal;No;26/10/1961;House;NoSeWa;Paved;RM;2.4;2.6;4.7;3.18;9952680
P05232;Karapakkam;705;05/04/2010;158;1;1;2;AbNormal;Yes;15/04/1968;House;NoSeWa;Paved;A;3.5;4;4.9;4.21;4027000
P01516;Chrompet;1125;26/03/2012;191;1;1;3;Family;No;29/03/2003;Commercial;AllPub;Paved;RL;2.9;4.2;2.1;3.18;13090350
P04434;Adyar;698;31/08/2010;140;1;1;2;Family;No;04/09/1994;Commercial;NoSewr ;Gravel;RH;3.9;3.5;2.9;3.32;9879040
P07376;T Nagar;1853;04/12/2008;158;2;1;5;Family;Yes;07/12/1996;House;NoSeWa;No Access;RM;2.7;2;4.2;3.2;13552840
P08407;Chrompet;714;11/01/2008;30;1;1;2;Partial;Yes;13/01/1998;House;NoSewr ;No Access;RH;3.3;3.8;3.2;3.47;6677700
P06962;Adyar;927;04/04/2009;29;1;1;3;AbNormal;Yes;09/04/1991;Commercial;ELO;Gravel;A;4.8;2.8;3.1;3.55;10889570
P01683;Karapakkam;1072;26/02/2012;67;1;1;3;Family;Yes;07/03/1972;House;ELO;No Access;RL;4.7;3;2.7;3.39;6677000
P05460;KK Nagar;2215;20/02/2010;162;3;2;5;Family;No;22/02/2004;Commercial;AllPub;Gravel;RL;4.8;3.3;3;3.63;17812120
P00679;Chrompet;878;22/10/2013;165;1;1;3;Family;No;31/10/1977;Others;NoSewr ;Gravel;RM;4.5;2.8;5;3.97;8960460
P09821;Velachery;1632;28/04/2005;22;2;1;4;Family;Yes;01/05/1992;Others;AllPub;Gravel;C;4.8;4.2;3;3.99;9962560
P00813;T Nagar;1977;07/07/2013;52;2;1;5;Normal Sale;Yes;15/07/1981;House;ELO;Paved;RL;3.4;5;4.9;4.475;13968290
P03520;Karapakkam;1009;10/03/2011;55;1;1;3;AbNormal;Yes;22/03/1962;Others;NoSewr ;Gravel;I;2;4;2.8;2.92;6878625
P02350;Karapakkam;1273;19/10/2011;4;1;1;3;Normal Sale;Yes;22/10/1997;House;NoSewr ;Gravel;A;2.3;2;3.1;2.53;6590000
P07496;Chrompet;1280;22/10/2008;180;2;1;4;Partial;Yes;29/10/1982;Commercial;NoSeWa;Paved;RM;2;3.7;4.6;3.46;15311500
P08787;Anna Nagar;1878;19/08/2007;4;2;1;5;Partial;Yes;29/08/1967;Others;NoSeWa;No Access;RM;4.3;4.6;5;4.655;14239590
P05598;Chrompet;760;27/01/2010;73;1;1;2;AbNormal;Yes;31/01/1994;Others;NoSeWa;No Access;RM;3.2;2.8;4.4;3.4;8519200
P03348;Karapakkam;1624;10/04/2011;2;2;2;4;AdjLand;Yes;20/04/1969;House;ELO;Paved;RL;2.8;4.3;4.7;4.01;9170500
P08314;T Nagar;1527;17/02/2008;10;1;1;4;AdjLand;Yes;26/02/1970;Commercial;NoSewr ;No Access;RM;4.8;3.1;2;3.115;18686210
